row_id,short_title,long_title
5502,Pseudomonal pneumonia,Pneumonia due to Pseudomonas
5503,H.influenzae pneumonia,Pneumonia due to Hemophilus influenzae [H. influenzae]
5504,Streptococcal pneumn NOS,"Pneumonia due to Streptococcus, unspecified"
5505,Pneumonia strptococcus a,"Pneumonia due to Streptococcus, group A"
5506,Pneumonia strptococcus b,"Pneumonia due to Streptococcus, group B"
5507,Pneumonia oth strep,Pneumonia due to other Streptococcus
5508,Staphylococcal pneu NOS,"Pneumonia due to Staphylococcus, unspecified"
5509,Meth sus pneum d/t Staph,Methicillin susceptible pneumonia due to Staphylococcus aureus
5510,Meth res pneu d/t Staph,Methicillin resistant pneumonia due to Staphylococcus aureus
5511,Staph pneumonia NEC,Other Staphylococcus pneumonia
5512,Pneumonia anaerobes,Pneumonia due to anaerobes
5513,Pneumonia e coli,Pneumonia due to escherichia coli [E. coli]
5514,Pneumo oth grm-neg bact,Pneumonia due to other gram-negative bacteria
5515,Legionnaires' disease,Pneumonia due to Legionnaires' disease
5516,Pneumonia oth spcf bact,Pneumonia due to other specified bacteria
5517,Bacterial pneumonia NOS,"Bacterial pneumonia, unspecified"
5518,Pneu mycplsm pneumoniae,Pneumonia due to mycoplasma pneumoniae
5519,Pneumonia d/t chlamydia,Pneumonia due to chlamydia
5520,Pneumon oth spec orgnsm,Pneumonia due to other specified organism
5521,Pneum w cytomeg incl dis,Pneumonia in cytomegalic inclusion disease
5522,Pneumonia in whoop cough,Pneumonia in whooping cough
5523,Pneumonia in anthrax,Pneumonia in anthrax
5524,Pneum in aspergillosis,Pneumonia in aspergillosis
5525,Pneum in oth sys mycoses,Pneumonia in other systemic mycoses
5526,Pneum in infect dis NEC,Pneumonia in other infectious diseases classified elsewhere
5527,Bronchopneumonia org NOS,"Bronchopneumonia, organism unspecified"
5528,"Pneumonia, organism NOS","Pneumonia, organism unspecified"
5529,Influenza with pneumonia,Influenza with pneumonia
5530,Flu w resp manifest NEC,Influenza with other respiratory manifestations
5531,Flu w manifestation NEC,Influenza with other manifestations
5532,Flu dt iden avian w pneu,Influenza due to identified avian influenza virus with pneumonia
5533,Flu dt avian w oth resp,Influenza due to identified avian influenza virus with other respiratory manifestations
5534,Flu dt avian manfest NEC,Influenza due to identified avian influenza virus with other manifestations
5535,Flu dt 2009 H1N1 w pneu,Influenza due to identified 2009 H1N1 influenza virus with pneumonia
5536,Flu-2009 H1N1 w oth resp,Influenza due to identified 2009 H1N1 influenza virus with other respiratory manifestations
5537,Flu-2009 H1N1 w oth man,Influenza due to identified 2009 H1N1 influenza virus with other manifestations
5538,Flu dt nvl A vrs w pneu,Influenza due to identified novel influenza A virus with pneumonia
5539,Flu dt nvl A w oth resp,Influenza due to identified novel influenza A virus with other respiratory manifestations
5540,Flu dt novel A w oth man,Influenza due to identified novel influenza A virus with other manifestations
5541,Bronchitis NOS,"Bronchitis, not specified as acute or chronic"
5542,Simple chr bronchitis,Simple chronic bronchitis
5543,Mucopurul chr bronchitis,Mucopurulent chronic bronchitis
5544,Obst chr bronc w/o exac,Obstructive chronic bronchitis without exacerbation
5545,Obs chr bronc w(ac) exac,Obstructive chronic bronchitis with (acute) exacerbation
5546,Obs chr bronc w ac bronc,Obstructive chronic bronchitis with acute bronchitis
5547,Chronic bronchitis NEC,Other chronic bronchitis
5548,Chronic bronchitis NOS,Unspecified chronic bronchitis
5549,Emphysematous bleb,Emphysematous bleb
5550,Unilat femoral hernia,"Femoral hernia without mention of obstruction of gangrene, unilateral or unspecified(not specified as recurrent)"
5551,Recur unil femoral hern,"Femoral hernia without mention of obstruction or gangrene, unilateral or unspecified, recurrent"
5552,Bilateral femoral hernia,"Femoral hernia without mention of obstruction or gangrene, bilateral (not specified as recurrent)"
5553,Recur bilat femoral hern,"Femoral hernia without mention of obstruction or gangrene, bilateral,recurrent"
5554,Umbilical hernia,Umbilical hernia without mention of obstruction or gangrene
5555,Ventral hernia NOS,"Ventral, unspecified, hernia without mention of obstruction or gangrene"
5556,Incisional hernia,Incisional hernia without mention of obstruction or gangrene
5557,Ventral hernia NEC,Other ventral hernia without mention of obstruction or gangrene
5558,Diaphragmatic hernia,Diaphragmatic hernia without mention of obstruction or gangrene
5559,Hernia NEC,Hernia of other specified sites without mention of obstruction or gangrene
5560,Hernia NOS,Hernia of unspecified site without mention of obstruction or gangrene
5561,"Reg enteritis, sm intest",Regional enteritis of small intestine
5562,"Reg enteritis, lg intest",Regional enteritis of large intestine
5563,Reg enterit sm/lg intest,Regional enteritis of small intestine with large intestine
5564,Regional enteritis NOS,Regional enteritis of unspecified site
5565,Ulcerative enterocolitis,Ulcerative (chronic) enterocolitis
5566,Ulcerative ileocolitis,Ulcerative (chronic) ileocolitis
5567,Ulcerative proctitis,Ulcerative (chronic) proctitis
5568,Ulcertve prctosigmoidtis,Ulcerative (chronic) proctosigmoiditis
5569,Pseudopolyposis colon,Pseudopolyposis of colon
5570,Lftsded ulcertve colitis,Left-sided ulcerative (chronic) colitis
5571,Univrsl ulcertve colitis,Universal ulcerative (chronic) colitis
5572,Other ulcerative colitis,Other ulcerative colitis
5573,Ulceratve colitis unspcf,"Ulcerative colitis, unspecified"
5574,Ac vasc insuff intestine,Acute vascular insufficiency of intestine
5575,Chr vasc insuff intest,Chronic vascular insufficiency of intestine
5576,Vasc insuff intest NOS,Unspecified vascular insufficiency of intestine
5577,Radiation gastroenterit,Gastroenteritis and colitis due to radiation
5578,Toxic gastroenteritis,Toxic gastroenteritis and colitis
5579,Allrgic gastro & colitis,Allergic gastroenteritis and colitis
5580,Eosinophilic gastroent,Eosinophilic gastroenteritis
5581,Eosinophilic colitis,Eosinophilic colitis
5582,Noninf gastroenterit NEC,Other and unspecified noninfectious gastroenteritis and colitis
5583,Intussusception,Intussusception
5584,Paralytic ileus,Paralytic ileus
5585,Volvulus of intestine,Volvulus
5586,Impaction intestine NOS,"Impaction of intestine, unspecified"
5587,Gallstone ileus,Gallstone ileus
5588,Fecal impaction,Fecal impaction
5589,Impaction intestine NEC,Other impaction of intestine
5590,Intestinal adhes w obstr,Intestinal or peritoneal adhesions with obstruction (postoperative) (postinfection)
5591,Intestinal obstruct NEC,Other specified intestinal obstruction
5592,Intestinal obstruct NOS,Unspecified intestinal obstruction
5593,Dvrtclo sml int w/o hmrg,Diverticulosis of small intestine (without mention of hemorrhage)
5594,Dvrtcli sml int w/o hmrg,Diverticulitis of small intestine (without mention of hemorrhage)
5595,Dvrtclo sml int w hmrhg,Diverticulosis of small intestine with hemorrhage
5596,Pelv perit endometriosis,Endometriosis of pelvic peritoneum
5597,Vaginal endometriosis,Endometriosis of rectovaginal septum and vagina
5598,Intestinal endometriosis,Endometriosis of intestine
5599,Endometriosis in scar,Endometriosis in scar of skin
5600,Endometriosis NEC,Endometriosis of other specified sites
5601,Endometriosis NOS,"Endometriosis, site unspecified"
5602,Vaginal wall prolpse NOS,Unspecified prolapse of vaginal walls
5603,"Cystocele, midline","Cystocele, midline"
5604,"Cystocele, lateral","Cystocele, lateral"
5605,Urethrocele,Urethrocele
5606,Rectocele,Rectocele
5607,Perineocele,Perineocele
5608,Cystourethrocele,Other prolapse of vaginal walls without mention of uterine prolapse
5609,Uterine prolapse,Uterine prolapse without mention of vaginal wall prolapse
5610,Uterovag prolaps-incompl,"Uterovaginal prolapse, incomplete"
5611,Uterovag prolaps-complet,"Uterovaginal prolapse, complete"
5612,Utervaginal prolapse NOS,"Uterovaginal prolapse, unspecified"
5613,Postop vaginal prolapse,Prolapse of vaginal vault after hysterectomy
5614,Vaginal enterocele,"Vaginal enterocele, congenital or acquired"
5615,Old lacer pelvic muscle,Old laceration of muscles of pelvic floor
5616,Incomptnce pubocerv tiss,Incompetence or weakening of pubocervical tissue
5617,Incomptnce rectovag tiss,Incompetence or weakening of rectovaginal tissue
5618,Pelvic muscle wasting,Pelvic muscle wasting
5619,Cervical stump prolapse,Cervical stump prolapse
5620,Genital prolapse NEC,Other specified genital prolapse
5621,Genital prolapse NOS,Unspecified genital prolapse
5622,"Urin-genital fistul, fem","Urinary-genital tract fistula, female"
5623,"Digest-genit fistul, fem","Digestive-genital tract fistula, female"
5624,"Genital-skin fistul, fem","Genital tract-skin fistula, female"
5625,Fem genital fistula NEC,Other specified fistulas involving female genital tract
5626,Fem genital fistula NOS,Unspecified fistula involving female genital tract
5627,Follicular cyst of ovary,Follicular cyst of ovary
5628,Corpus luteum cyst,Corpus luteum cyst or hematoma
5629,Ovarian cyst NEC/NOS,Other and unspecified ovarian cyst
5630,Acq atrophy ovary & tube,Acquired atrophy of ovary and fallopian tube
5631,Prolapse of ovary & tube,Prolapse or hernia of ovary and fallopian tube
5632,Torsion of ovary or tube,"Torsion of ovary, ovarian pedicle, or fallopian tube"
5633,Broad ligament lacer syn,Broad ligament laceration syndrome
5634,Broad ligament hematoma,Hematoma of broad ligament
5635,Noninfl dis ova/adnx NEC,"Other noninflammatory disorders of ovary, fallopian tube, and broad ligament"
5636,Noninfl dis ova/adnx NOS,"Unspecified noninflammatory disorder of ovary, fallopian tube, and broad ligament"
5637,Polyp of corpus uteri,Polyp of corpus uteri
5638,Chr uterine subinvolutn,Chronic subinvolution of uterus
5639,Hypertrophy of uterus,Hypertrophy of uterus
5640,Endometrial hyperpla NOS,"Endometrial hyperplasia, unspecified"
5641,Simp endo hyper w/o atyp,Simple endometrial hyperplasia without atypia
5642,Comp endo hyper w/o atyp,Complex endometrial hyperplasia without atypia
5643,Endomet hyperpla w atyp,Endometrial hyperplasia with atypia
5644,Ben endomet hyperplasia,Benign endometrial hyperplasia
5645,Endomet intraepithl neop,Endometrial intraepithelial neoplasia [EIN]
5646,Hematometra,Hematometra
5647,Intrauterine synechiae,Intrauterine synechiae
5648,Malposition of uterus,Malposition of uterus
5649,Chr inversion of uterus,Chronic inversion of uterus
5650,Disorders of uterus NEC,"Other specified disorders of uterus, not elsewhere classified"
5651,Disorder of uterus NOS,Unspecified disorder of uterus
5652,Erosion/ectropion cervix,Erosion and ectropion of cervix
5653,Dysplasia of cervix NOS,"Dysplasia of cervix, unspecified"
5654,Mild dysplasia of cervix,Mild dysplasia of cervix
5655,Mod dysplasia of cervix,Moderate dysplasia of cervix
5656,Leukoplakia of cervix,Leukoplakia of cervix (uteri)
5657,Old laceration of cervix,Old laceration of cervix
5658,Stricture of cervix,Stricture and stenosis of cervix
5659,Incompetence of cervix,Incompetence of cervix
5660,Hypertrophic elong cervx,Hypertrophic elongation of cervix
5661,Mucous polyp of cervix,Mucous polyp of cervix
5662,Noninflam dis cervix NEC,Other specified noninflammatory disorders of cervix
5663,Abd preg w/o intrau preg,Abdominal pregnancy without intrauterine pregnancy
5664,Abd preg w intraut preg,Abdominal pregnancy with intrauterine pregnancy
5665,Tubal preg w/o intra prg,Tubal pregnancy without intrauterine pregnancy
5666,Tubal preg w intra preg,Tubal pregnancy with intrauterine pregnancy
5667,Ovarn preg w/o intra prg,Ovarian pregnancy without intrauterine pregnancy
5668,Ovarian preg w intra prg,Ovarian pregnancy with intrauterine pregnancy
5669,Ect preg NEC w/o int prg,Other ectopic pregnancy without intrauterine pregnancy
5670,Ectpc prg NEC w int preg,Other ectopic pregnancy with intrauterine pregnancy
5671,Ect preg NOS w/o int prg,Unspecified ectopic pregnancy without intrauterine pregnancy
5672,Ectp preg NOS w int preg,Unspecified ectopic pregnancy with intrauterine pregnancy
5673,Spon abor w pel inf-unsp,"Spontaneous abortion, complicated by genital tract and pelvic infection, unspecified"
5674,Spon abor w pelv inf-inc,"Spontaneous abortion, complicated by genital tract and pelvic infection, incomplete"
5675,Spon abor w pel inf-comp,"Spontaneous abortion, complicated by genital tract and pelvic infection, complete"
5676,Spon abort w hemorr-unsp,"Spontaneous abortion, complicated by delayed or excessive hemorrhage, unspecified"
5677,Spon abort w hemorr-inc,"Spontaneous abortion, complicated by delayed or excessive hemorrhage, incomplete"
5678,Spon abort w hemorr-comp,"Spontaneous abortion, complicated by delayed or excessive hemorrhage, complete"
5679,Spon ab w pel damag-unsp,"Spontaneous abortion, complicated by damage to pelvic organs or tissues, unspecified"
5680,Spon ab w pelv damag-inc,"Spontaneous abortion, complicated by damage to pelvic organs or tissues, incomplete"
5681,Spon ab w pel damag-comp,"Spontaneous abortion, complicated by damage to pelvic organs or tissues, complete"
5682,Spon ab w ren fail-unsp,"Spontaneous abortion, complicated by renal failure, unspecified"
5683,Spon ab w ren fail-inc,"Spontaneous abortion, complicated by renal failure, incomplete"
5684,Spon ab w ren fail-comp,"Spontaneous abortion, complicated by renal failure, complete"
5685,Spon ab w metab dis-unsp,"Spontaneous abortion, complicated by metabolic disorder, unspecified"
5686,Spon ab w metab dis-inc,"Spontaneous abortion, complicated by metabolic disorder, incomplete"
5687,Spon ab w metab dis-comp,"Spontaneous abortion, complicated by metabolic disorder, complete"
5688,Spon abort w shock-unsp,"Spontaneous abortion, complicated by shock, unspecified"
5689,Spon abort w shock-inc,"Spontaneous abortion, complicated by shock, incomplete"
5690,Spon abort w shock-comp,"Spontaneous abortion, complicated by shock, complete"
5691,Spon abort w embol-unsp,"Spontaneous abortion, complicated by embolism, unspecified"
5692,Spon abort w embol-inc,"Spontaneous abortion, complicated by embolism, incomplete"
5693,Spon abort w embol-comp,"Spontaneous abortion, complicated by embolism, complete"
5694,Spon ab w compl NEC-unsp,"Spontaneous abortion, with other specified complications, unspecified"
5695,Spon ab w compl NEC-inc,"Spontaneous abortion, with other specified complications, incomplete"
5696,Spon ab w compl NEC-comp,"Spontaneous abortion, with other specified complications, complete"
5697,Spon ab w compl NOS-unsp,"Spontaneous abortion, with unspecified complication, unspecified"
5698,Spon ab w compl NOS-inc,"Spontaneous abortion, with unspecified complication, incomplete"
5699,Spon ab w compl NOS-comp,"Spontaneous abortion, with unspecified complication, complete"
5700,Spon abort uncompl-unsp,"Spontaneous abortion, without mention of complication, unspecified"
5701,Spon abort uncompl-inc,"Spontaneous abortion, without mention of complication, incomplete"
5702,Spon abort uncompl-comp,"Spontaneous abortion, without mention of complication, complete"
5703,Leg abor w pelv inf-unsp,"Legally induced abortion, complicated by genital tract and pelvic infection, unspecified"
